,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...
REG UN Equity,REGENCY CENTERS CORP,US,USD,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs,13448465685
REG UW Equity,REGENCY CENTERS CORP,US,USD,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs,13435267976
REGN UW Equity,REGENERON PHARMACEUTICALS,US,USD,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,82462090449
REL LN Equity,RELX PLC,GB,GBp,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services,55229771328
REX LN Equity,REXAM LTD,GB,GBp,Materials,Materials,Containers & Packaging,"Metal, Glass & Plastic Contain",#N/A N/A
RF UN Equity,REGIONS FINANCIAL CORP,US,USD,Financials,Banks,Banks,Regional Banks,22316506823
RHI UN Equity,ROBERT HALF INC,US,USD,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se,2759352883
RHT UN Equity,RED HAT INC,US,USD,Information Technology,Software & Services,Software,Systems Software,#N/A N/A
RIG UN Equity,TRANSOCEAN LTD,SZ,USD,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling,4736197182
RIO LN Equity,RIO TINTO PLC,GB,GBp,Materials,Materials,Metals & Mining,Diversified Metals & Mining,92996961192
RJF UN Equity,RAYMOND JAMES FINANCIAL INC,US,USD,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,30631965065
RKT LN Equity,RECKITT BENCKISER GROUP PLC,GB,GBp,Consumer Staples,Household & Personal Products,Household Products,Household Products,39672300633
RL UN Equity,RALPH LAUREN CORP,US,USD,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",22511025063
RMD UN Equity,RESMED INC,US,USD,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,37227243622
RMV LN Equity,RIGHTMOVE PLC,GB,GBp,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,4133149613
ROH UN Equity,ROHM AND HAAS CO,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ROK UN Equity,ROCKWELL AUTOMATION INC,US,USD,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,44234662662
ROL UN Equity,ROLLINS INC,US,USD,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser,29804672061
ROP UN Equity,ROPER TECHNOLOGIES INC,US,USD,Information Technology,Software & Services,Software,Application Software,47972926177
ROP UW Equity,ROPER TECHNOLOGIES INC,US,USD,Information Technology,Software & Services,Software,Application Software,48014904774
ROST UW Equity,ROSS STORES INC,US,USD,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail,57789455206
RR/ LN Equity,ROLLS-ROYCE HOLDINGS PLC,GB,GBp,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,88896599145
RRC UN Equity,RANGE RESOURCES CORP,US,USD,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,9112551368
RRD UN Equity,RR DONNELLEY & SONS CO,US,USD,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Commercial Printing,#N/A N/A
RRD UW Equity,RR DONNELLEY & SONS CO,US,USD,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Commercial Printing,#N/A N/A
RRS LN Equity,RANDGOLD RESOURCES LTD,JE,GBp,Materials,Materials,Metals & Mining,Gold,#N/A N/A
RS1 LN Equity,RS GROUP PLC,GB,GBp,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo,2718673699
RSA LN Equity,RSA INSURANCE GROUP LTD,GB,GBp,Financials,Insurance,Insurance,Property & Casualty Insurance,#N/A N/A
RSG UN Equity,REPUBLIC SERVICES INC,US,USD,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser,67289839515
RSHCQ UN Equity,RS LEGACY CORP,US,USD,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Computer & Electronics Retail,#N/A N/A
RTN UN Equity,RAYTHEON COMPANY,US,USD,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,#N/A N/A
RTO LN Equity,RENTOKIL INITIAL PLC,GB,GBp,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser,10387076007
RTX UN Equity,RTX CORP,US,USD,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,2.32208E+11
RVTY UN Equity,REVVITY INC,US,USD,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,11865892494
RX UN Equity,IQVIA INC,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
SAB LN Equity,ABI SAB GROUP HOLDING LTD,GB,GBp,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Brewers,#N/A N/A
SANM UQ Equity,SANMINA CORP,US,USD,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi,8489595178
SANM UW Equity,SANMINA CORP,US,USD,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi,8489595178
SBAC UW Equity,SBA COMMUNICATIONS CORP,US,USD,Real Estate,Equity Real Estate Investment,Specialized REITs,Telecom Tower REITs,20754264223
SBNY UW Equity,SIGNATURE BANK,US,USD,Financials,Banks,Banks,Regional Banks,#N/A N/A
SBRY LN Equity,SAINSBURY (J) PLC,GB,GBp,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Retail,7480805047
SBUX UQ Equity,STARBUCKS CORP,US,USD,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants,98586570000
SBUX UW Equity,STARBUCKS CORP,US,USD,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants,98586570000
SCG UN Equity,SCANA CORP,US,USD,Utilities,Utilities,Multi-Utilities,Multi-Utilities,#N/A N/A
SCHW UN Equity,SCHWAB (CHARLES) CORP,US,USD,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,1.67795E+11
SCHW UQ Equity,SCHWAB (CHARLES) CORP,US,USD,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,#N/A N/A
SCHW UW Equity,SCHWAB (CHARLES) CORP,US,USD,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,#N/A N/A
SCTN LN Equity,SCOTTISH & NEWCASTLE LTD,GB,GBp,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
SDR LN Equity,SCHRODERS PLC,GB,GBp,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban,6204459843
SDRC LN Equity,SCHRODERS PLC-NON VOTING,GB,GBp,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban,6204459843
SEBL UQ Equity,SIEBEL SYSTEMS INC,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
SEDG UW Equity,SOLAREDGE TECHNOLOGIES INC,IS,USD,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi,2121107809
SEE UN Equity,SEALED AIR CORP,US,USD,Materials,Materials,Containers & Packaging,Paper & Plastic Packaging Prod,6327769606
SGE LN Equity,SAGE GROUP PLC/THE,GB,GBp,Information Technology,Software & Services,Software,Application Software,10220599424
SGP UN Equity,SCHERING-PLOUGH CORP/PRE-MER,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
SGRO LN Equity,SEGRO PLC,GB,GBp,Real Estate,Equity Real Estate Investment,Industrial REITs,Industrial REITs,9552970011
SHEL LN Equity,SHELL PLC,GB,GBp,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas,1.59164E+11
SHLDQ UQ Equity,SEARS HOLDINGS CORP,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
SHLDQ UW Equity,SEARS HOLDINGS CORP,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
SHP LN Equity,SHIRE PLC,US,GBp,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,#N/A N/A
SHW UN Equity,SHERWIN-WILLIAMS CO/THE,US,USD,Materials,Materials,Chemicals,Specialty Chemicals,85124153429
SIAL UQ Equity,SIGMA-ALDRICH,US,USD,Materials,Materials,Chemicals,Specialty Chemicals,#N/A N/A
SIAL UW Equity,SIGMA-ALDRICH,US,USD,Materials,Materials,Chemicals,Specialty Chemicals,#N/A N/A
SIG UN Equity,SIGNET JEWELERS LTD,US,USD,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail,4236978544
SITC UN Equity,SITE CENTERS CORP,US,USD,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs,386647445.8
SIVBQ UW Equity,SVB FINANCIAL GROUP,US,USD,Financials,Banks,Banks,Diversified Banks,#N/A N/A
SJM UN Equity,JM SMUCKER CO/THE,US,USD,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,11008720660
SKG LN Equity,SMURFIT KAPPA GROUP LTD/IREL,IR,GBp,Materials,Materials,Containers & Packaging,Paper & Plastic Packaging Prod,#N/A N/A
SKY LN Equity,SKY PLC,GB,GBp,Communication Services,Media & Entertainment,Media,Cable & Satellite,#N/A N/A
SLB UN Equity,SLB LTD,US,USD,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,53273316824
SLG UN Equity,SL GREEN REALTY CORP,US,USD,Real Estate,Equity Real Estate Investment,Office REITs,Office REITs,3370940202
SLM UN Equity,SLM CORP,US,USD,Financials,Financial Services,Consumer Finance,Consumer Finance,5896242367
SLM UW Equity,SLM CORP,US,USD,Financials,Financial Services,Consumer Finance,Consumer Finance,5898272753
SMCI UW Equity,SUPER MICRO COMPUTER INC,US,USD,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &",19598562296
SMDS LN Equity,DS SMITH PLC,GB,GBp,Materials,Materials,Containers & Packaging,Paper & Plastic Packaging Prod,#N/A N/A
SMIN LN Equity,SMITHS GROUP PLC,GB,GBp,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates,7880928652
SMT LN Equity,SCOTTISH MORTGAGE INV TR PLC,GB,GBp,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11708824219
SN/ LN Equity,SMITH & NEPHEW PLC,GB,GBp,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,10719173464
SNA UN Equity,SNAP-ON INC,US,USD,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,17711693612
SNPS UW Equity,SYNOPSYS INC,US,USD,Information Technology,Software & Services,Software,Application Software,76097516355
SNV UN Equity,SYNOVUS FINANCIAL CORP,US,USD,Financials,Banks,Banks,Regional Banks,6706263425
SO UN Equity,SOUTHERN CO/THE,US,USD,Utilities,Utilities,Electric Utilities,Electric Utilities,99281470825
SOLV UN Equity,SOLVENTUM CORP,US,USD,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies,14789873185
SOV UN Equity,SANTANDER HOLDINGS USA INC,US,USD,Financials,Banks,Banks,Regional Banks,#N/A N/A
SPG UN Equity,SIMON PROPERTY GROUP INC,US,USD,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs,60579784334
SPGI UN Equity,S&P GLOBAL INC,US,USD,Financials,Financial Services,Capital Markets,Financial Exchanges & Data,1.53639E+11
SPLS UQ Equity,STAPLES INC,US,USD,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail,#N/A N/A
SPLS UW Equity,STAPLES INC,US,USD,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail,#N/A N/A
SPW LN Equity,SCOTTISH POWER LTD,GB,GBp,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
SPX LN Equity,SPIRAX GROUP PLC,GB,GBp,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,4983545602
SRCL UW Equity,STERICYCLE INC,US,USD,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser,#N/A N/A
SRE UN Equity,SEMPRA,US,USD,Utilities,Utilities,Multi-Utilities,Multi-Utilities,61214999855
SRP LN Equity,SERCO GROUP PLC,GB,GBp,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser,2518439575
SSE LN Equity,SSE PLC,GB,GBp,Utilities,Utilities,Electric Utilities,Electric Utilities,26456459431
SSP UN Equity,EW SCRIPPS CO/THE-A,US,USD,Communication Services,Media & Entertainment,Media,Broadcasting,391173382.7
STAN LN Equity,STANDARD CHARTERED PLC,GB,GBp,Financials,Banks,Banks,Diversified Banks,37430457586
STE UN Equity,STERIS PLC,US,USD,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,26190529352
STJ LN Equity,ST JAMES'S PLACE PLC,GB,GBp,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban,7173286736
STJ UN Equity,ST JUDE MEDICAL INC,US,USD,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,#N/A N/A
STLD UW Equity,STEEL DYNAMICS INC,US,USD,Materials,Materials,Metals & Mining,Steel,24332328207
STT UN Equity,STATE STREET CORP,US,USD,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban,32863901220
STX UW Equity,SEAGATE TECHNOLOGY HOLDINGS,US,USD,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &",58147603008
STZ UN Equity,CONSTELLATION BRANDS INC-A,US,USD,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Distillers & Vintners,23611213450
SUNEQ UN Equity,SUNEDISON INC,US,USD,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi,#N/A N/A
SVT LN Equity,SEVERN TRENT PLC,GB,GBp,Utilities,Utilities,Water Utilities,Water Utilities,8586725509
SVU UN Equity,SUPERVALU INC,US,USD,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Retail,#N/A N/A
SW UN Equity,SMURFIT WESTROCK PLC,IR,USD,Materials,Materials,Containers & Packaging,Paper & Plastic Packaging Prod,18683826780
SWK UN Equity,STANLEY BLACK & DECKER INC,US,USD,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,11125386964
SWKS UW Equity,SKYWORKS SOLUTIONS INC,US,USD,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,9714735976
SWN UN Equity,SOUTHWESTERN ENERGY CO,US,USD,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,#N/A N/A
SWY UN Equity,SAFEWAY INC,US,USD,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Retail,#N/A N/A
SYF UN Equity,SYNCHRONY FINANCIAL,US,USD,Financials,Financial Services,Consumer Finance,Consumer Finance,27715165991
SYK UN Equity,STRYKER CORP,US,USD,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,1.42372E+11
SYY UN Equity,SYSCO CORP,US,USD,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Distributors,36345554150
T UN Equity,AT&T INC,US,USD,Communication Services,Telecommunication Services,Diversified Telecommunication,Integrated Telecommunication S,1.8305E+11
TAP UN Equity,MOLSON COORS BEVERAGE CO - B,US,USD,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Brewers,9203480572
TATE LN Equity,TATE & LYLE PLC,GB,GBp,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,1657062003
TCG LN Equity,THOMAS COOK GROUP PLC,GB,GBp,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",#N/A N/A
TDC UN Equity,TERADATA CORP,US,USD,Information Technology,Software & Services,Software,Systems Software,2633832000
TDG UN Equity,TRANSDIGM GROUP INC,US,USD,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,76312244506
TDY UN Equity,TELEDYNE TECHNOLOGIES INC,US,USD,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum,23366567210
TECH UW Equity,BIO-TECHNE CORP,US,USD,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,10070174866
TEG UN Equity,INTEGRYS ENERGY GROUP INC,US,USD,Utilities,Utilities,Multi-Utilities,Multi-Utilities,#N/A N/A
TEL UN Equity,TE CONNECTIVITY PLC,IR,USD,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi,66113149254
TER UN Equity,TERADYNE INC,US,USD,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi,28106492139
TER UW Equity,TERADYNE INC,US,USD,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi,28092397392
TEX UN Equity,TEREX CORP,US,USD,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy,3002512000
TFC UN Equity,TRUIST FINANCIAL CORP,US,USD,Financials,Banks,Banks,Regional Banks,59152349421
TFCF UW Equity,TFCF CORP - B,US,USD,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,#N/A N/A
TFCFA UN Equity,TFCF CORP,US,USD,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,#N/A N/A
TFCFA UW Equity,TFCF CORP,US,USD,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,#N/A N/A
TFX UN Equity,TELEFLEX INC,US,USD,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,5095173298
TGNA UN Equity,TEGNA INC,US,USD,Communication Services,Media & Entertainment,Media,Broadcasting,3145439089
TGT UN Equity,TARGET CORP,US,USD,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Consumer Staples Merchandise R,40662016336
THC UN Equity,TENET HEALTHCARE CORP,US,USD,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities,19107956700
TIE UN Equity,TITANIUM METALS CORP,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TIN UN Equity,TEMPLE-INLAND LLC,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TJX UN Equity,TJX COMPANIES INC,US,USD,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail,1.70424E+11
TLAB UQ Equity,INFINERA OPTICAL HOLDING INC,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TLAB UW Equity,INFINERA OPTICAL HOLDING INC,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TLW LN Equity,TULLOW OIL PLC,GB,GBp,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,70801105.97
TMO UN Equity,THERMO FISHER SCIENTIFIC INC,US,USD,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,2.22889E+11
TMUS UN Equity,T-MOBILE US INC,US,USD,Communication Services,Telecommunication Services,Wireless Telecommunication Ser,Wireless Telecommunication Ser,2.31134E+11
TMUS UW Equity,T-MOBILE US INC,US,USD,Communication Services,Telecommunication Services,Wireless Telecommunication Ser,Wireless Telecommunication Ser,2.31229E+11
TNL UN Equity,TRAVEL + LEISURE CO,US,USD,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",4396626600
TPK LN Equity,TRAVIS PERKINS PLC,GB,GBp,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo,1284618924
TPL UN Equity,TEXAS PACIFIC LAND CORP,US,USD,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,19829162683
TPR UN Equity,TAPESTRY INC,US,USD,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",22654727546
TRB UN Equity,TRIBUNE CO/OLD,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TRGP UN Equity,TARGA RESOURCES CORP,US,USD,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta,37163837185
TRIL LN Equity,THOMSON REUTERS UK LTD,GB,GBp,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TRIP UW Equity,TRIPADVISOR INC,US,USD,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,1924871736
TRMB UW Equity,TRIMBLE INC,US,USD,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum,19335836582
TROW UQ Equity,T ROWE PRICE GROUP INC,US,USD,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban,22279815330
TROW UW Equity,T ROWE PRICE GROUP INC,US,USD,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban,22279815330
TRV UN Equity,TRAVELERS COS INC/THE,US,USD,Financials,Insurance,Insurance,Property & Casualty Insurance,65696637575
TSCO LN Equity,TESCO PLC,GB,GBp,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Retail,29209600255
TSCO UW Equity,TRACTOR SUPPLY COMPANY,US,USD,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail,28866688395
TSLA UW Equity,TESLA INC,US,USD,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers,1.41873E+12
TSN UN Equity,TYSON FOODS INC-CL A,US,USD,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,20445362352
TSS UN Equity,TOTAL SYSTEM SERVICES INC,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TT UN Equity,TRANE TECHNOLOGIES PLC,IR,USD,Industrials,Capital Goods,Building Products,Building Products,93050555639
TT/ LN Equity,TUI TRAVEL LTD,GB,GBp,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",#N/A N/A
TTWO UW Equity,TAKE-TWO INTERACTIVE SOFTWRE,US,USD,Communication Services,Media & Entertainment,Entertainment,Interactive Home Entertainment,45017666840
TUI LN Equity,TUI AG,GE,GBp,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",3523127708
TUIJ LN Equity,TUI AG-NEW,GE,GBp,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",3523127708
TW/ LN Equity,TAYLOR WIMPEY PLC,GB,GBp,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding,3598095148
TWC UN Equity,TIME WARNER CABLE,US,USD,Communication Services,Media & Entertainment,Media,Cable & Satellite,#N/A N/A
TWTR UN Equity,TWITTER INC,US,USD,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,#N/A N/A
TWX UN Equity,TIME WARNER INC,US,USD,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,#N/A N/A
TXN UN Equity,TEXAS INSTRUMENTS INC,US,USD,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,1.5035E+11
TXN UW Equity,TEXAS INSTRUMENTS INC,US,USD,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,1.50241E+11
TXT UN Equity,TEXTRON INC,US,USD,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,14633646275
TXU US Equity,ENERGY FUTURE HOLDINGS CORP/,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TYL UN Equity,TYLER TECHNOLOGIES INC,US,USD,Information Technology,Software & Services,Software,Application Software,20049200139
UA UN Equity,UNDER ARMOUR INC-CLASS C,US,USD,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",1934369910
UAA UN Equity,UNDER ARMOUR INC-CLASS A,US,USD,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",1934369910
UAL UN Equity,UNITED AIRLINES HOLDINGS INC,US,USD,Industrials,Transportation,Passenger Airlines,Passenger Airlines,33294712887
UAL UW Equity,UNITED AIRLINES HOLDINGS INC,US,USD,Industrials,Transportation,Passenger Airlines,Passenger Airlines,33291435849
UBER UN Equity,UBER TECHNOLOGIES INC,US,USD,Industrials,Transportation,Ground Transportation,Passenger Ground Transportatio,1.77987E+11
UDR UN Equity,UDR INC,US,USD,Real Estate,Equity Real Estate Investment,Residential REITs,Multi-Family Residential REITs,11927233244
UHS UN Equity,UNIVERSAL HEALTH SERVICES-B,US,USD,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities,15256973431
UIS UN Equity,UNISYS CORP,US,USD,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,188248119.8
ULTA UW Equity,ULTA BEAUTY INC,US,USD,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail,23995698878
ULVR LN Equity,UNILEVER PLC,GB,GBp,Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products,1.1085E+11
UNH UN Equity,UNITEDHEALTH GROUP INC,US,USD,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Managed Health Care,2.98664E+11
UNM UN Equity,UNUM GROUP,US,USD,Financials,Insurance,Insurance,Life & Health Insurance,12780762326
UNP UN Equity,UNION PACIFIC CORP,US,USD,Industrials,Transportation,Ground Transportation,Rail Transportation,1.36818E+11
UPS UN Equity,UNITED PARCEL SERVICE-CL B,US,USD,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics,81165050256
URBN UW Equity,URBAN OUTFITTERS INC,US,USD,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail,6958098398
URI UN Equity,UNITED RENTALS INC,US,USD,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo,51856660901
USB UN Equity,US BANCORP,US,USD,Financials,Banks,Banks,Diversified Banks,76089547580
UTG LN Equity,UNITE GROUP PLC/THE,GB,GBp,Real Estate,Equity Real Estate Investment,Residential REITs,Multi-Family Residential REITs,2673187680
UU/ LN Equity,UNITED UTILITIES GROUP PLC,GB,GBp,Utilities,Utilities,Water Utilities,Water Utilities,8356542563
V UN Equity,VISA INC-CLASS A SHARES,US,USD,Financials,Financial Services,Financial Services,Transaction & Payment Processi,6.53733E+11
VALPQ UN Equity,VALARIS PLC,GB,USD,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling,#N/A N/A
VANQ LN Equity,VANQUIS BANKING GROUP PLC,GB,GBp,Financials,Financial Services,Consumer Finance,Consumer Finance,294967821.7
VAR UN Equity,VARIAN MEDICAL SYSTEMS INC,US,USD,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,#N/A N/A
VED LN Equity,VEDANTA RESOURCES LTD,IN,GBp,Materials,Materials,Metals & Mining,Diversified Metals & Mining,#N/A N/A
VFC UN Equity,VF CORP,US,USD,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",6747816571
